seps  Staphylococcus epidermidis SEI
sha   Staphylococcus haemolyticus JCSC1435
shh   Staphylococcus haemolyticus Sh29/312/L2
ssp   Staphylococcus saprophyticus
sca   Staphylococcus carnosus subsp. carnosus
slg   Staphylococcus lugdunensis HKU09-01
sln   Staphylococcus lugdunensis N920143
ssd   Staphylococcus pseudintermedius HKU10-03
sdt   Staphylococcus pseudintermedius ED99
sdp   Staphylococcus delphini
swa   Staphylococcus warneri
spas  Staphylococcus pasteuri
sxy   Staphylococcus xylosus HKUOPL8
sxl   Staphylococcus xylosus SMQ-121
sxo   Staphylococcus xylosus C2a
shu   Staphylococcus hyicus
scap  Staphylococcus capitis subsp. capitis
ssch  Staphylococcus schleiferi 1360-13
sscz  Staphylococcus schleiferi 2317-03
sagq  Staphylococcus agnetis
seqo  Staphylococcus equorum
ssif  Staphylococcus simulans
scv   Staphylococcus condimenti
spet  Staphylococcus pettenkoferi
slz   Staphylococcus lutrae
scoh  Staphylococcus cohnii
snl   Staphylococcus nepalensis
skl   Staphylococcus kloosii
sfq   Staphylococcus felis
shom  Staphylococcus hominis
smus  Staphylococcus muscae
scar  Staphylococcus caprae
schr  Staphylococcus chromogenes
sarl  Staphylococcus arlettae
spic  Staphylococcus piscifermentans
ssh   Staphylococcus schweitzeri
ssim  Staphylococcus simiae
sdb   Staphylococcus debuckii
sllo  Staphylococcus lloydii
saul  Staphylococcus auricularis
ssac  Staphylococcus saccharolyticus
srai  Staphylococcus ratti
spsd  Staphylococcus pseudoxylosus
stas  Staphylococcus taiwanensis
sscu  Mammaliicoccus sciuri
sff   Mammaliicoccus fleurettii
sste  Mammaliicoccus stepanovicii
mlen  Mammaliicoccus lentus
mvt   Mammaliicoccus vitulinus
mcl   Macrococcus caseolyticus
mcak  Macrococcus canis
macr  Macrococcus sp. IME1552
mboe  Macrococcus bohemicus
mary  Macrococcus armenti
mbru  Macrococcus brunensis
mepi  Macrococcus epidermidis
mequ  Macrococcus equipercicus
shv   Salinicoccus halodurans
sbac  Abyssicoccus albus
jea   Jeotgalicoccus sp. ATCC 8456
namp  Nosocomiicoccus ampullae
lmo   Listeria monocytogenes EGD-e (serotype 1/2a)
lmn   Listeria monocytogenes 08-5578 (serotype 1/2a)
lmy   Listeria monocytogenes 08-5923 (serotype 1/2a)
lmt   Listeria monocytogenes 10403S (serotype 1/2a)
lmoc  Listeria monocytogenes SLCC5850 (serotype 1/2a)
lmoe  Listeria monocytogenes La111 (serotype 1/2a)
lmob  Listeria monocytogenes N53-1 (serotype 1/2a)
lmod  Listeria monocytogenes EGD (serotype 1/2a)
lmow  Listeria monocytogenes WSLC1001 (serotype 1/2a)
lmoq  Listeria monocytogenes 6179 (serotype 1/2a)
lmr   Listeria monocytogenes R479a (serotype 1/2a)
lmom  Listeria monocytogenes Lm60 (serotype 1/2a)
lmf   Listeria monocytogenes F2365 (serotype 4b)
lmc   Listeria monocytogenes CLIP 80459 (serotype 4b)
lmog  Listeria monocytogenes serotype 4b LL195
lmp   Listeria monocytogenes 07PF0776 (serotype 4b)
lmol  Listeria monocytogenes L312 (serotype 4b)
lmoj  Listeria monocytogenes J1816 (serotype 4b)
lmoz  Listeria monocytogenes J1-220 (serotype 4b)
lmox  Listeria monocytogenes WSLC1042 (serotype 4b)
lmh   Listeria monocytogenes HCC23 (serotype 4a)
lmq   Listeria monocytogenes M7 (serotype 4a)
lml   Listeria monocytogenes L99 (serotype 4a)
lmg   Listeria monocytogenes FSL R2-561
lms   Listeria monocytogenes Finland 1998
lmj   Listeria monocytogenes J0161
lmw   Listeria monocytogenes SLCC2755 (serotype 1/2b)
lmx   Listeria monocytogenes SLCC2372 (serotype 1/2c)
lmz   Listeria monocytogenes serotype 7 SLCC2482
lmon  Listeria monocytogenes SLCC2376 (serotype 4c)
lmos  Listeria monocytogenes SLCC7179 (serotype 3a)
lmoo  Listeria monocytogenes SLCC2378 (serotype 4e)
lmoy  Listeria monocytogenes SLCC2479 (serotype 3c)
lmot  Listeria monocytogenes SLCC2540 (serotype 3b)
lmoa  Listeria monocytogenes ATCC 19117 (serotype 4d)
lmok  Listeria monocytogenes NE dc2014
lmv   Listeria monocytogenes CFSAN006122
lin   Listeria innocua (serotype 6a)
lwe   Listeria welshimeri
lsg   Listeria seeligeri
liv   Listeria ivanovii subsp. ivanovii PAM 55
lii   Listeria ivanovii subsp. ivanovii WSLC 3010
liw   Listeria ivanovii WSLC3009
lia   Listeria ivanovii subsp. londoniensis WSLC 30167
lio   Listeria ivanovii subsp. londoniensis WSLC 30151
lwi   Listeria weihenstephanensis
lgz   Listeria grayi
lmar  Listeria marthii
bths  Brochothrix thermosphacta
esi   Exiguobacterium sibiricum
eat   Exiguobacterium sp. AT1b
ean   Exiguobacterium antarcticum
exm   Exiguobacterium sp. MH3
exu   Exiguobacterium sp. U13-1
eap   Exiguobacterium alkaliphilum
eace  Exiguobacterium acetylicum
eaur  Exiguobacterium aurantiacum
got   Gemella sp. oral taxon 928
gmo   Gemella morbillorum
geq   Gemella sp. ND 6198
gsa   Gemella sanguinis
gha   Gemella haemolysans
bbe   Brevibacillus brevis
blr   Brevibacillus laterosporus
bfm   Brevibacillus formosus
bagr  Brevibacillus agri
brw   Brevibacillus sp. 7WMA2
bchs  Brevibacillus choshinensis
bcop  Brevibacillus composti
pjd   Paenibacillus sp. JDR-2
gym   Paenibacillus sp. Y412MC10
ppy   Paenibacillus polymyxa E681
ppm   Paenibacillus polymyxa SC2
ppo   Paenibacillus polymyxa M1
ppol  Paenibacillus polymyxa CR1
ppq   Paenibacillus polymyxa SQR-21
ppoy  Paenibacillus polymyxa Sb3-1
pms   Paenibacillus mucilaginosus KNP414
pmq   Paenibacillus mucilaginosus 3016
pmw   Paenibacillus mucilaginosus K02
pta   Paenibacillus terrae
plv   Paenibacillus larvae
psab  Paenibacillus sabinae
pdu   Paenibacillus durus
pbd   Paenibacillus borealis
pgm   Paenibacillus graminis
pod   Paenibacillus odorifer
paen  Paenibacillus sp. FSL P4-0081
paef  Paenibacillus sp. FSL R5-0345
paeq  Paenibacillus sp. FSL R5-0912
pste  Paenibacillus stellifer
paea  Paenibacillus sp. FSL R7-0273
paee  Paenibacillus sp. FSL R7-0331
paeh  Paenibacillus sp. FSL H7-0357
paej  Paenibacillus sp. FSL H7-0737
pbj   Paenibacillus beijingensis
pih   Paenibacillus sp. IHBB 10380
pri   Paenibacillus riograndensis
pson  Paenibacillus sonchi
ppeo  Paenibacillus peoriae
pnp   Paenibacillus naphthalenovorans
pow   Paenibacillus sp. 32O-W
pbv   Paenibacillus bovis
pxl   Paenibacillus xylanexedens
pyg   Paenibacillus yonginensis
pswu  Paenibacillus swuensis
pdh   Paenibacillus donghaensis
pib   Paenibacillus ihbetae
pcx   Paenibacillus crassostreae
pkb   Paenibacillus kribbensis
paih  Paenibacillus sp. IHB B 3084
pvo   Paenibacillus vortex
plw   Paenibacillus lautus
plen  Paenibacillus lentus
ppsc  Paenibacillus psychroresistens
plut  Paenibacillus lutimineralis
palb  Paenibacillus albus
pchi  Paenibacillus chitinolyticus
pbk   Paenibacillus baekrokdamisoli
pprt  Paenibacillus protaetiae
pbac  Paenibacillus barcinonensis
prz   Paenibacillus rhizovicinus
plyc  Paenibacillus lycopersici
psop  Paenibacillus sophorae
ptri  Paenibacillus tritici
palo  Paenibacillus algicola
pcel  Paenibacillus cellulosilyticus
ptj   Paenibacillus tianjinensis
palr  Paenibacillus albicereus
tco   Thermobacillus composti
anx   Aneurinibacillus sp. XH2
asoc  Aneurinibacillus soli
athe  Aneurinibacillus thermoaerophilus
coh   Cohnella candidum
cohn  Cohnella abietis
cchl  Cohnella cholangitidis
cheb  Cohnella herbarum
saca  Saccharibacillus brassicae
aac   Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446
aad   Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1
afx   Alicyclobacillus ferrooxydans
aaco  Alicyclobacillus acidoterrestris
acur  Alicyclobacillus curvatus
bts   Kyrpidia tusciae
kyr   Kyrpidia spormannii
tum   Tumebacillus avium
tab   Tumebacillus algifaecis
eff   Effusibacillus dendaii
siv   Solibacillus silvestris StLB046
ssil  Solibacillus silvestris DSM 12223
sob   Solibacillus sp. R5-41
pln   Planococcus sp. PAMC 21323
pku   Planococcus kocurii
prt   Planococcus rifietoensis
pll   Planococcus versutus
pana  Planococcus antarcticus
pdg   Planococcus donghaensis
phc   Planococcus halocryophilus
pmar  Planococcus sp. Y42
ppla  Planococcus plakortidis
pfae  Planococcus faecalis
plx   Planococcus sp. MB-3u-03
pmat  Planococcus maritimus
pdec  Planococcus dechangensis
pgq   Planococcus glaciei
jeo   Jeotgalibacillus malaysiensis
kur   Kurthia sp. 11kri321
kzo   Kurthia zopfii
spsy  Sporosarcina psychrophila
spor  Sporosarcina sp. P33
spop  Sporosarcina sp. P37
sure  Sporosarcina ureae
spos  Sporosarcina sp. PTS2304
spae  Sporosarcina pasteurii
spoo  Sporosarcina sp. Te-1
rst   Rummeliibacillus stabekisii
paek  Paenisporosarcina cavernae
panc  Paenisporosarcina antarctica
play  Planomicrobium sp. Y50
vij   Viridibacillus sp. JNUCC-6
ntr   Novibacillus thermophilus
lfb   Laceyella sacchari
tvu   Thermoactinomyces vulgaris
kpul  Kroppenstedtia pulmonis
keb   Kroppenstedtia eburnea
pabs  Polycladomyces abyssicola
lla   Lactococcus lactis subsp. lactis Il1403
llk   Lactococcus lactis subsp. lactis KF147
llt   Lactococcus lactis subsp. lactis CV56
lls   Lactococcus lactis subsp. lactis IO-1
lld   Lactococcus lactis subsp. lactis KLDS 4.0325
llx   Lactococcus lactis subsp. lactis NCDO 2118
llj   Lactococcus lactis AI06
llm   Lactococcus lactis subsp. cremoris MG1363
llc   Lactococcus lactis subsp. cremoris SK11
llr   Lactococcus lactis subsp. cremoris A76
lln   Lactococcus lactis subsp. cremoris NZ9000
lli   Lactococcus lactis subsp. cremoris UC509.9
llw   Lactococcus lactis subsp. cremoris KW2
lgr   Lactococcus garvieae ATCC 49156
lgv   Lactococcus garvieae Lg2
lpk   Lactococcus piscium
lrn   Lactococcus raffinolactis
lact  Lactococcus allomyrinae
lack  Lactococcus protaetiae
lti   Lactococcus taiwanensis
lcar  Lactococcus carnosus
lpaa  Lactococcus paracarnosus
lpet  Lactococcus petauri
spy   Streptococcus pyogenes M1 GAS (serotype M1)
spz   Streptococcus pyogenes MGAS5005 (serotype M1)
spym  Streptococcus pyogenes M1 476 (serotype M1)
spya  Streptococcus pyogenes A20 (serotype M1)
spm   Streptococcus pyogenes MGAS8232 (serotype M18)
spg   Streptococcus pyogenes MGAS315 (serotype M3)
sps   Streptococcus pyogenes SSI-1 (serotype M3)
sph   Streptococcus pyogenes MGAS10270 (serotype M2)
spi   Streptococcus pyogenes MGAS10750 (serotype M4)
spj   Streptococcus pyogenes MGAS2096 (serotype M12)
spk   Streptococcus pyogenes MGAS9429 (serotype M12)
spf   Streptococcus pyogenes Manfredo (serotype M5)
spa   Streptococcus pyogenes MGAS10394 (serotype M6)
spb   Streptococcus pyogenes MGAS6180 (serotype M28)
stg   Streptococcus pyogenes MGAS15252 (serotype M59)
stx   Streptococcus pyogenes MGAS1882 (serotype M59)
soz   Streptococcus pyogenes NZ131 (serotype M49)
stz   Streptococcus pyogenes Alab49 (serotype M53)
spyh  Streptococcus pyogenes HSC5 (serotype M14)
spyo  Streptococcus pyogenes STAB901 (serotype M44)
spn   Streptococcus pneumoniae TIGR4 (virulent serotype 4)
spd   Streptococcus pneumoniae D39 (virulent serotype 2)
spr   Streptococcus pneumoniae R6 (avirulent serotype 2)
spw   Streptococcus pneumoniae CGSP14 (serotype 14)
sjj   Streptococcus pneumoniae JJA (serotype 14)
snv   Streptococcus pneumoniae INV200 (serotype 14)
spx   Streptococcus pneumoniae G54 (serotype 19F)
snt   Streptococcus pneumoniae Taiwan19F-14 (serotype 19F)
snd   Streptococcus pneumoniae ST556 (serotype 19F)
spnn  Streptococcus pneumoniae A026 (serotype 19F)
sne   Streptococcus pneumoniae ATCC 700669 (serotype 23F ST81 lineage)
spv   Streptococcus pneumoniae Hungary19A 6 (serotype 19A)
snc   Streptococcus pneumoniae TCH8431/19A (serotype 19A)
snm   Streptococcus pneumoniae 70585 (serotype 5)
spp   Streptococcus pneumoniae P1031 (serotype 1)
sni   Streptococcus pneumoniae INV104 (serotype 1)
spng  Streptococcus pneumoniae gamPNI0373 (virulent serotype 1)
snb   Streptococcus pneumoniae 670-6B (serotype 6B)
snp   Streptococcus pneumoniae AP200 (serotype 11A)
snx   Streptococcus pneumoniae OXC141 (serotype 3)
snu   Streptococcus pneumoniae SPNA45 (serotype 3)
spne  Streptococcus pneumoniae SPN034156 (serotype 3)
spnu  Streptococcus pneumoniae SPN034183 (serotype 3)
spnm  Streptococcus pneumoniae SPN994038 (serotype 3)
spno  Streptococcus pneumoniae SPN994039 (serotype 3)
sag   Streptococcus agalactiae 2603 (serotype V)
san   Streptococcus agalactiae NEM316 (serotype III)
sak   Streptococcus agalactiae A909 (serotype Ia)
sgc   Streptococcus agalactiae GD201008-001 (serotype Ia)
sags  Streptococcus agalactiae SA20
sagl  Streptococcus agalactiae 2-22 (serotype Ib)
sagm  Streptococcus agalactiae 09mas018883
sagi  Streptococcus agalactiae ILRI005
sagr  Streptococcus agalactiae ILRI112
sagp  Streptococcus agalactiae 138P
sagc  Streptococcus agalactiae 138spar
sagt  Streptococcus agalactiae COH1
sage  Streptococcus agalactiae NGBS061
sagg  Streptococcus agalactiae NGBS572
sagn  Streptococcus agalactiae CNCTC 10/84
smu   Streptococcus mutans UA159 (serotype c)
smc   Streptococcus mutans NN2025 (serotype c)
smut  Streptococcus mutans GS-5 (serotype c)
smj   Streptococcus mutans LJ23 (serotype k)
smua  Streptococcus mutans UA159-FR
stc   Streptococcus thermophilus CNRZ1066
stl   Streptococcus thermophilus LMG 18311
ste   Streptococcus thermophilus LMD-9
stn   Streptococcus thermophilus ND03
stu   Streptococcus thermophilus JIM 8232
stw   Streptococcus thermophilus MN-ZLW-002
sthe  Streptococcus thermophilus ASCC 1275
sths  Streptococcus thermophilus S9
ssa   Streptococcus sanguinis
ssb   Streptococcus suis BM407 (serotype 2)
ssu   Streptococcus suis 05ZYH33 (serotype 2)
ssv   Streptococcus suis 98HAH33 (serotype 2)
ssi   Streptococcus suis P1/7 (serotype 2)
sss   Streptococcus suis SC84 (serotype 2)
ssf   Streptococcus suis A7 (serotype 2)
ssw   Streptococcus suis GZ1 (serotype 2)
sup   Streptococcus suis S735 (serotype 2)
ssus  Streptococcus suis SC070731 (serotype 2)
sst   Streptococcus suis ST3 (serotype 3)
ssuy  Streptococcus suis YB51 (serotype 3)
ssk   Streptococcus suis D12 (serotype 9)
ssq   Streptococcus suis D9 (serotype 7)
sui   Streptococcus suis JS14 (serotype 14)
suo   Streptococcus suis SS12 (serotype 1/2)
srp   Streptococcus suis ST1 (serotype 1)
ssut  Streptococcus suis TL13 (serotype 16)
ssui  Streptococcus suis T15
sgo   Streptococcus gordonii
sez   Streptococcus equi subsp. zooepidemicus MGCS10565
seq   Streptococcus equi subsp. zooepidemicus H70
sezo  Streptococcus equi subsp. zooepidemicus ATCC 35246
sequ  Streptococcus equi subsp. zooepidemicus CY
seu   Streptococcus equi subsp. equi 4047
sub   Streptococcus uberis
sds   Streptococcus dysgalactiae subsp. equisimilis GGS_124
sdg   Streptococcus dysgalactiae subsp. equisimilis ATCC 12394
sda   Streptococcus dysgalactiae subsp. equisimilis RE378
sdc   Streptococcus dysgalactiae subsp. equisimilis AC-2713
sdq   Streptococcus dysgalactiae subsp. equisimilis 167
sga   Streptococcus gallolyticus UCN34
sgg   Streptococcus gallolyticus subsp. gallolyticus ATCC BAA-2069
sgt   Streptococcus gallolyticus subsp. gallolyticus ATCC 43143
smb   Streptococcus mitis
sor   Streptococcus oralis
stk   Streptococcus parauberis
stb   Streptococcus pasteurianus
scp   Streptococcus parasanguinis ATCC 15912
scf   Streptococcus parasanguinis FW213
ssr   Streptococcus salivarius CCHSS3
stf   Streptococcus salivarius 57.I
stj   Streptococcus salivarius JIM8777
strs  Streptococcus salivarius NCTC 8618
ssah  Streptococcus salivarius HSISS4
std   Streptococcus pseudopneumoniae
smn   Streptococcus macedonicus
sif   Streptococcus infantarius subsp. infantarius
sie   Streptococcus intermedius JTH08
sib   Streptococcus intermedius B196
siu   Streptococcus intermedius C270
sang  Streptococcus anginosus C1051
sanc  Streptococcus anginosus C238
sans  Streptococcus anginosus SA1
scg   Streptococcus constellatus subsp. pharyngis C1050
scon  Streptococcus constellatus subsp. pharyngis C232
scos  Streptococcus constellatus subsp. pharyngis C818
soi   Streptococcus cristatus
sik   Streptococcus iniae SF1
siq   Streptococcus iniae ISET0901
sio   Streptococcus iniae ISNO
siz   Streptococcus iniae SFST01-82
slu   Streptococcus lutetiensis
sig   Streptococcus ilei I-G2
sip   Streptococcus ilei I-P16
stv   Streptococcus sp. VT 162
spat  Streptococcus pantholopis
stra  Streptococcus sp. A12
strn  Streptococcus sp. NPS 308
ssob  Streptococcus sobrinus
srq   Streptococcus ruminantium
seqi  Streptococcus equinus
ski   Streptococcus koreensis
spei  Streptococcus periodonticum
srat  Streptococcus ratti
sgw   Streptococcus gwangjuense
splr  Streptococcus pluranimalium
strg  Streptococcus troglodytae
svb   Streptococcus vestibularis
smen  Streptococcus merionis
sfer  Streptococcus ferus
scai  Streptococcus canis
spsu  Streptococcus pseudoporcinus
schj  Streptococcus chenjunshii
spoc  Streptococcus porcinus
spab  Streptococcus parasuis
slat  Streptococcus lactarius
saup  Streptococcus australis
surn  Streptococcus urinalis
saco  Streptococcus acidominimus
svf   Streptococcus viridans
sos   Streptococcus oriscaviae
fpen  Floricoccus penangensis
ljo   Lactobacillus johnsonii NCC 533
ljf   Lactobacillus johnsonii FI9785
ljh   Lactobacillus johnsonii DPC 6026
ljn   Lactobacillus johnsonii N6.2
lac   Lactobacillus acidophilus NCFM
lad   Lactobacillus acidophilus La-14
laf   Lactobacillus acidophilus FSI4
ldb   Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842
lbu   Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365
lde   Lactobacillus delbrueckii subsp. bulgaricus ND02
ldl   Lactobacillus delbrueckii subsp. bulgaricus 2038
lga   Lactobacillus gasseri ATCC 33323
lhe   Lactobacillus helveticus DPC 4571
lhl   Lactobacillus helveticus H10
lhr   Lactobacillus helveticus R0052
lhv   Lactobacillus helveticus CNRZ32
lhh   Lactobacillus helveticus H9
lhd   Lactobacillus helveticus KLDS1.8701
lcr   Lactobacillus crispatus
lam   Lactobacillus amylovorus GRL 1112
lai   Lactobacillus amylovorus 30SC
lay   Lactobacillus amylovorus GRL1118
lke   Lactobacillus kefiranofaciens subsp. kefiranofaciens
law   Lactobacillus sp. wkB8
lae   Lactobacillus acetotolerans
lgl   Lactobacillus gallinarum
lje   Lactobacillus jensenii
lamy  Lactobacillus amylolyticus
lpw   Lactobacillus paragasseri
lkl   Lactobacillus kullabergensis
lapi  Lactobacillus apis
lhs   Lactobacillus helsingborgensis
lta   Lactobacillus taiwanensis
luu   Lactobacillus ultunensis
lpai  Lactobacillus panisapium
lid   Lactobacillus iners
liq   Lactobacillus intestinalis
lca   Lacticaseibacillus paracasei ATCC 334
lcz   Lacticaseibacillus paracasei Zhang
lcs   Lactobacillus paracasei BD-II
lce   Lactobacillus paracasei LC2W
lcw   Lacticaseibacillus paracasei W56
lcl   Lactobacillus paracasei LOCK919
lpq   Lacticaseibacillus paracasei N1115
lpi   Lactobacillus paracasei subsp. paracasei 8700:2
lpap  Lacticaseibacillus paracasei subsp. paracasei
lcb   Lacticaseibacillus paracasei BL23
lcx   Lactobacillus casei 12A
lrh   Lacticaseibacillus rhamnosus GG
lrg   Lacticaseibacillus rhamnosus GG
lrl   Lacticaseibacillus rhamnosus Lc 705
lra   Lactobacillus rhamnosus ATCC 8530
lro   Lactobacillus rhamnosus LOCK900
lrc   Lactobacillus rhamnosus LOCK908
lchi  Lacticaseibacillus chiayiensis
lze   Lacticaseibacillus zeae
lpl   Lactobacillus plantarum WCFS1
lpj   Lactobacillus plantarum JDM1
lpt   Lactobacillus plantarum ZJ316
lps   Lactobacillus plantarum subsp. plantarum ST-III
lpr   Lactiplantibacillus plantarum subsp. plantarum P-8
lpz   Lactiplantibacillus plantarum 16
lpb   Lactiplantibacillus plantarum B21
lpx   Lactiplantibacillus paraplantarum
lpg   Lactiplantibacillus pentosus
larg  Lactiplantibacillus argentoratensis
lre   Lactobacillus reuteri DSM 20016
lrf   Lactobacillus reuteri JCM 1112
lru   Lactobacillus reuteri SD2112
lrt   Lactobacillus reuteri I5007
lrr   Lactobacillus reuteri TD1
lfe   Lactobacillus fermentum IFO 3956
lfr   Lactobacillus fermentum CECT 5716
lff   Limosilactobacillus fermentum F-6
lmu   Limosilactobacillus mucosae
lor   Limosilactobacillus oris
lva   Limosilactobacillus vaginalis
lfn   Limosilactobacillus frumenti
lpon  Limosilactobacillus pontis
lgas  Limosilactobacillus gastricus
lpas  Limosilactobacillus panis
lng   Liquorilactobacillus nagelii
lhw   Liquorilactobacillus hordei
lmal  Liquorilactobacillus mali
lsn   Lactobacillus sanfranciscensis
lle   Fructilactobacillus lindneri
lfv   Fructilactobacillus fructivorans
fix   Fructilactobacillus ixorae
lbh   Lentilactobacillus buchneri NRRL B-30929
lbn   Lactobacillus buchneri subsp. silagei CD034
lpar  Lactobacillus parabuchneri
lcu   Lentilactobacillus curieae
lkf   Lentilactobacillus kefiri
lhil  Lentilactobacillus hilgardii
llao  Lentilactobacillus laojiaonis
lbr   Lactobacillus brevis ATCC 367
lbk   Levilactobacillus brevis KB290
lko   Levilactobacillus koreensis
lzy   Lactobacillus zymae
lsua  Levilactobacillus suantsaii
lji   Acetilactobacillus jinshanensis
lsl   Lactobacillus salivarius UCC118
lsi   Lactobacillus salivarius CECT 5713
lsj   Ligilactobacillus salivarius JCM1046
lrm   Lactobacillus ruminis
lagl  Ligilactobacillus agilis
laca  Lactobacillus acidipiscis
lani  Ligilactobacillus animalis
lmur  Ligilactobacillus murinus
lsw   Ligilactobacillus saerimneri
lbt   Loigolactobacillus backii
lcy   Loigolactobacillus coryniformis subsp. torquens
lho   Lactobacillus hokkaidonensis
lol   Paucilactobacillus oligofermentans
lnn   Paucilactobacillus nenjiangensis
lku   Apilactobacillus kunkeei
abom  Apilactobacillus bombintestini
aapi  Apilactobacillus apisilvae
lpd   Secundilactobacillus paracollinoides
lmae  Secundilactobacillus malefermentans
ppe   Pediococcus pentosaceus ATCC 25745
ppen  Pediococcus pentosaceus SL4
pce   Pediococcus claussenii
pdm   Pediococcus damnosus
paci  Pediococcus acidilactici
pio   Pediococcus inopinatus
lros  Furfurilactobacillus rossiae
lgn   Companilactobacillus ginsenosidimutans
lhi   Companilactobacillus heilongjiangensis
lct   Companilactobacillus crustorum
lalw  Companilactobacillus allii
lali  Companilactobacillus alimentarius
lfm   Companilactobacillus farciminis
lzh   Companilactobacillus zhachilii
lft   Companilactobacillus futsaii
cpab  Companilactobacillus pabuli
lsa   Latilactobacillus sakei subsp. sakei
lcv   Latilactobacillus curvatus
lgm   Latilactobacillus graminis
lah   Amylolactobacillus amylophilus
lbm   Bombilactobacillus bombi
bog   Bombilactobacillus thymidiniphilus
bfp   Bombilactobacillus folatiphilus
lhb   Schleiferilactobacillus harbinensis
ldx   Lapidilactobacillus dextrinicus
ooe   Oenococcus oeni
oen   Oenococcus sp. UCMA 16435
osi   Oenococcus sicerae
lme   Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293
lmm   Leuconostoc mesenteroides subsp. mesenteroides J18
lmk   Leuconostoc mesenteroides KFRI-MG
lci   Leuconostoc citreum
lki   Leuconostoc kimchii
lec   Leuconostoc sp. C2
lcn   Leuconostoc carnosum
lgs   Leuconostoc gelidum subsp. gasicomitatum
lge   Leuconostoc gelidum JB7
llf   Leuconostoc lactis
lgc   Leuconostoc garlicum
lsu   Leuconostoc suionicum
lpse  Leuconostoc pseudomesenteroides
wko   Weissella koreensis
wce   Weissella ceti WS08
wct   Weissella ceti WS74
wci   Weissella ceti WS105
wcb   Weissella cibaria
wjo   Weissella jogaejeotgali
wpa   Weissella paramesenteroides
wcf   Weissella confusa
wso   Weissella soli
whe   Weissella hellenica
wdi   Weissella diestrammenae
wvr   Weissella viridescens
wco   Weissella coleopterorum
wei   Periweissella cryptocerci
fru   Fructobacillus sp. KI3_B9
lbe   Nicolia spurrieriana
efa   Enterococcus faecalis V583
efl   Enterococcus faecalis 62
efi   Enterococcus faecalis OG1RF
efd   Enterococcus faecalis D32
efs   Enterococcus faecalis Symbioflor 1
efn   Enterococcus faecalis DENG1
efq   Enterococcus faecalis ATCC 29212
ene   Enterococcus faecalis 7L76
efc   Enterococcus faecium Aus0004
efau  Enterococcus faecium Aus0085
efu   Enterococcus faecium DO
efm   Enterococcus faecium ATCC 8459 = NRRL B-2354
eft   Enterococcus faecium T110
ehr   Enterococcus hirae
ecas  Enterococcus casseliflavus
emu   Enterococcus mundtii
edu   Enterococcus durans
ega   Enterococcus gallinarum
ess   Enterococcus silesiacus
eth   Enterococcus thailandicus
egv   Enterococcus gilvus
eav   Enterococcus avium
esg   Enterococcus saigonensis
elac  Enterococcus lactis
ecec  Enterococcus cecorum
eraf  Enterococcus raffinosus
eie   Enterococcus innesii
mps   Melissococcus plutonius ATCC 35311
mpx   Melissococcus plutonius DAT561
thl   Tetragenococcus halophilus NBRC 12172
tey   Tetragenococcus halophilus
too   Tetragenococcus osmophilus
tkr   Tetragenococcus koreensis
vte   Vagococcus teuberi
vpi   Vagococcus penaei
vac   Vagococcus xieshaowenii
vao   Vagococcus zengguangii
vah   Vagococcus coleopterorum
vcp   Vagococcus carniphilus
vhy   Vagococcus hydrophili
vfv   Vagococcus fluvialis
vlu   Vagococcus lutrae
aur   Aerococcus urinae ACS-120-V-Col10a
aun   Aerococcus urinae CCUG36881
aui   Aerococcus urinaeequi
asan  Aerococcus sanguinicola
acg   Aerococcus christensenii
avs   Aerococcus viridans
auh   Aerococcus urinaehominis
adc   Abiotrophia defectiva
abae  Suicoccus acidiformans
iru   Ignavigranum ruoffiae
crn   Carnobacterium sp. 17-4
cml   Carnobacterium maltaromaticum
caw   Carnobacterium inhibens
carc  Carnobacterium sp. CP1
cdj   Carnobacterium divergens
carn  Carnobacterium sp. PL17GRE32
cvd   Carnobacterium viridans
marr  Marinilactibacillus sp. 15R
jep   Jeotgalibaca sp. PTS2502
jda   Jeotgalibaca dankookensis
jeh   Jeotgalibaca ciconiae
jar   Jeotgalibaca arthritidis
jpo   Jeotgalibaca porci
dpm   Dolosigranulum pigrum
gad   Granulicatella adiacens
cac   Clostridium acetobutylicum ATCC 824
cae   Clostridium acetobutylicum DSM 1731
cay   Clostridium acetobutylicum EA 2018
cpe   Clostridium perfringens 13
cpf   Clostridium perfringens ATCC 13124
cpr   Clostridium perfringens SM101
ctc   Clostridium tetani E88
ctet  Clostridium tetani 12124569
cno   Clostridium novyi
cbo   Clostridium botulinum A ATCC 3502
cba   Clostridium botulinum A ATCC 19397
cbh   Clostridium botulinum A Hall
cby   Clostridium botulinum A2
cbl   Clostridium botulinum A3 Loch Maree
cbk   Clostridium botulinum B Eklund 17B (NRP)
cbb   Clostridium botulinum B1 Okra
cbi   Clostridium botulinum Ba4
cbn   Clostridium botulinum BKT015925
cbt   Clostridium botulinum E3
cbf   Clostridium botulinum F Langeland
cbm   Clostridium botulinum F 230613
cbj   Clostridium botulinum H04402 065
cbe   Clostridium beijerinckii NCIMB 8052
cbz   Clostridium beijerinckii ATCC 35702
cbei  Clostridium beijerinckii NCIMB 14988
